Variable,Breakdown,Breakdown_category,Year,RD_Value,Units,Footnotes
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,"M_Professional, Scientific and Technical Services",2019,124,NZ Dollars (millions),8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,N_Administrative and Support Services,2016,C,NZ Dollars (millions),8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,N_Administrative and Support Services,2018,C,NZ Dollars (millions),8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,N_Administrative and Support Services,2019,C,NZ Dollars (millions),8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,O_Public Administration and Safety,2016,C,NZ Dollars (millions),8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,O_Public Administration and Safety,2018,1,NZ Dollars (millions),8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,O_Public Administration and Safety,2019,..,NZ Dollars (millions),8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,P_Education and Training,2016,24,NZ Dollars (millions),8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,P_Education and Training,2018,29,NZ Dollars (millions),8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,P_Education and Training,2019,..,NZ Dollars (millions),8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2016,..,NZ Dollars (millions),8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2018,C,NZ Dollars (millions),8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,Q_Health Care and Social Assistance,2019,..,NZ Dollars (millions),8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,R_Arts and Recreation Services,2016,14,NZ Dollars (millions),8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,R_Arts and Recreation Services,2018,..,NZ Dollars (millions),8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,R_Arts and Recreation Services,2019,29,NZ Dollars (millions),8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,S_Other Services,2016,C,NZ Dollars (millions),8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,S_Other Services,2018,C,NZ Dollars (millions),8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,ANZSIC_1_Digit,S_Other Services,2019,2,NZ Dollars (millions),8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,01_Primary Industry Group,2016,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,01_Primary Industry Group,2018,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,01_Primary Industry Group,2019,C,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,02_Manufacturing Industry Group,2016,52,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,02_Manufacturing Industry Group,2018,47,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,02_Manufacturing Industry Group,2019,C,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,03_Services Industry Group,2016,99,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,03_Services Industry Group,2018,147,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,03_Services Industry Group,2019,189,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,04_Government Industry Group,2016,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,04_Government Industry Group,2018,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,04_Government Industry Group,2019,..,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,05_Higher Education Industry Group,2016,24,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,05_Higher Education Industry Group,2018,29,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Industry,05_Higher Education Industry Group,2019,..,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,01_Primary,2016,C,NZ Dollars (millions),1 and 6 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,01_Primary,2018,C,NZ Dollars (millions),1 and 6 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,01_Primary,2019,C,NZ Dollars (millions),1 and 6 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,02_Food_Manufacturing,2016,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,02_Food_Manufacturing,2018,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,02_Food_Manufacturing,2019,C,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,03_Beverage and tobacco manufacturing,2016,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,03_Beverage and tobacco manufacturing,2018,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,03_Beverage and tobacco manufacturing,2019,C,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2016,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2018,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,"04_Textiles, clothing, footwear, and leather manufacturing",2019,C,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2016,4,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2018,3,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,"05_Petroleum, coal, chemical, and associated product",2019,4,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,06_Non-metallic mineral product manufacturing,2016,2,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,06_Non-metallic mineral product manufacturing,2018,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,06_Non-metallic mineral product manufacturing,2019,C,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,07_Metal product manufacturing,2016,7,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,07_Metal product manufacturing,2018,4,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,07_Metal product manufacturing,2019,5,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,08_Machinery and equipment manufacturing,2016,37,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,08_Machinery and equipment manufacturing,2018,38,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,08_Machinery and equipment manufacturing,2019,38,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,09_Other manufacturing,2016,2,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,09_Other manufacturing,2018,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,09_Other manufacturing,2019,2,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,10_Wholesale trade,2016,9,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,10_Wholesale trade,2018,11,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,10_Wholesale trade,2019,24,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,11_Scientific research and technical services,2016,22,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,11_Scientific research and technical services,2018,66,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,11_Scientific research and technical services,2019,15,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,12_Computer services,2016,38,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,12_Computer services,2018,58,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,12_Computer services,2019,103,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,13_Other services,2016,29,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,13_Other services,2018,12,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,13_Other services,2019,47,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,14_Scientific research,2016,..,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,14_Scientific research,2018,..,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,14_Scientific research,2019,..,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,15_Other government research,2016,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,15_Other government research,2018,1,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,15_Other government research,2019,..,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,16_Higher Education,2016,24,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,16_Higher Education,2018,29,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Published_Industry,16_Higher Education,2019,..,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Sector,01_Business Sector,2016,151,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Sector,01_Business Sector,2018,195,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Sector,01_Business Sector,2019,239,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Sector,02_Government Sector,2016,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Sector,02_Government Sector,2018,1,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Sector,02_Government Sector,2019,..,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Sector,03_Higher Education Sector,2016,C,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Sector,03_Higher Education Sector,2018,29,NZ Dollars (millions),1 and 8 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Sector,03_Higher Education Sector,2019,..,NZ Dollars (millions),1 and 8 and 9 and 10 and 20
_15_Purpose of research: Construction and transport: Total,Size,001-009 employees,2016,24,NZ Dollars (millions),8 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,001-009 employees,2018,18,NZ Dollars (millions),8 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,001-009 employees,2019,21,NZ Dollars (millions),8 and 9 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,010-019 employees,2016,11,NZ Dollars (millions),8 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,010-019 employees,2018,9,NZ Dollars (millions),8 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,010-019 employees,2019,19,NZ Dollars (millions),8 and 9 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,020-049 employees,2016,24,NZ Dollars (millions),8 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,020-049 employees,2018,17,NZ Dollars (millions),8 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,020-049 employees,2019,32,NZ Dollars (millions),8 and 9 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,050-099 employees,2016,27,NZ Dollars (millions),8 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,050-099 employees,2018,34,NZ Dollars (millions),8 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,050-099 employees,2019,38,NZ Dollars (millions),8 and 9 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,100 or more employees,2016,87,NZ Dollars (millions),8 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,100 or more employees,2018,142,NZ Dollars (millions),8 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,100 or more employees,2019,123,NZ Dollars (millions),8 and 9 and 10 and 19 and 20
_15_Purpose of research: Construction and transport: Total,Size,Zero employees,2016,2,NZ Dollars (millions),8 and 10 and 19 and 20
